purchase_id,delivery_company,purchase_month,purchase_day,purchase_hour,purchase_weekday,delivery_month,delivery_day,delivery_hour,delivery_weekday,shipping_time_in_hours
23726,C620,1,2,6,Saturday,1,3,7,Sunday,24
23727,C516,1,7,0,Thursday,1,7,5,Thursday,5
23728,C360,1,4,11,Monday,1,6,13,Wednesday,50
23730,C360,1,5,12,Tuesday,1,8,5,Friday,64
23731,C360,1,3,21,Sunday,1,5,19,Tuesday,45
23732,C516,1,6,13,Wednesday,1,7,12,Thursday,22
23733,C620,1,5,20,Tuesday,1,8,1,Friday,52
23734,C620,1,2,0,Saturday,1,4,3,Monday,51
23735,C360,1,2,6,Saturday,1,5,11,Tuesday,77
23736,C360,1,5,0,Tuesday,1,7,19,Thursday,67
23739,C516,1,3,6,Sunday,1,4,19,Monday,36
23740,C620,1,5,17,Tuesday,1,8,3,Friday,57
23741,C620,1,6,20,Wednesday,1,8,20,Friday,47
23742,C620,1,1,8,Friday,1,3,13,Sunday,52
23743,C620,1,1,2,Friday,1,2,23,Saturday,44
23744,C516,1,3,0,Sunday,1,4,21,Monday,45
23745,C360,1,6,2,Wednesday,1,9,2,Saturday,72
23746,C516,1,8,3,Friday,1,10,8,Sunday,53
23747,C516,1,4,0,Monday,1,5,9,Tuesday,33
23748,C360,1,6,19,Wednesday,1,10,2,Sunday,79
23749,C620,1,4,22,Monday,1,7,11,Thursday,60
23750,C620,1,4,4,Monday,1,6,5,Wednesday,48
23751,C360,1,2,3,Saturday,1,5,2,Tuesday,71
23752,C360,1,8,8,Friday,1,11,17,Monday,80
23753,C516,1,1,13,Friday,1,2,10,Saturday,21
23754,C360,1,2,14,Saturday,1,5,22,Tuesday,80
23755,C620,1,3,0,Sunday,1,5,3,Tuesday,51
23756,C516,1,7,23,Thursday,1,9,14,Saturday,38
23757,C516,1,1,13,Friday,1,2,19,Saturday,29
23758,C360,1,1,11,Friday,1,4,10,Monday,70
23759,C620,1,1,14,Friday,1,3,20,Sunday,53
23760,C360,1,7,2,Thursday,1,9,19,Saturday,65
23761,C360,1,8,3,Friday,1,11,3,Monday,72
23762,C360,1,5,16,Tuesday,1,8,6,Friday,61
23763,C360,1,3,2,Sunday,1,5,17,Tuesday,62
23764,C516,1,4,21,Monday,1,5,18,Tuesday,20
23765,C360,1,6,0,Wednesday,1,8,12,Friday,59
23767,C360,1,3,1,Sunday,1,6,0,Wednesday,70
23768,C620,1,3,12,Sunday,1,5,12,Tuesday,48
23769,C360,1,8,7,Friday,1,11,13,Monday,78
23770,C516,1,3,13,Sunday,1,5,19,Tuesday,53
23771,C360,1,7,4,Thursday,1,9,21,Saturday,65
23772,C516,1,7,18,Thursday,1,9,15,Saturday,45
23773,C620,1,2,4,Saturday,1,5,0,Tuesday,67
23774,C516,1,2,11,Saturday,1,4,10,Monday,46
23775,C360,1,6,4,Wednesday,1,8,23,Friday,67
23776,C620,1,3,11,Sunday,1,5,15,Tuesday,51
23777,C620,1,5,2,Tuesday,1,7,21,Thursday,66
23778,C360,1,6,20,Wednesday,1,9,23,Saturday,74
23780,C516,1,7,17,Thursday,1,9,23,Saturday,54
23781,C360,1,2,14,Saturday,1,6,3,Wednesday,85
23782,C360,1,7,23,Thursday,1,11,14,Monday,87
23783,C360,1,4,4,Monday,1,7,15,Thursday,83
23784,C516,1,4,6,Monday,1,6,14,Wednesday,55
23785,C516,1,4,12,Monday,1,7,1,Thursday,60
23786,C360,1,3,12,Sunday,1,7,1,Thursday,85
23787,C620,1,4,11,Monday,1,6,6,Wednesday,43
23788,C620,1,1,19,Friday,1,4,18,Monday,70
23789,C516,1,4,11,Monday,1,7,0,Thursday,61
23790,C516,1,3,8,Sunday,1,6,1,Wednesday,65
23791,C516,1,5,13,Tuesday,1,8,2,Friday,60
23792,C360,1,4,10,Monday,1,7,10,Thursday,72
23793,C516,1,1,1,Friday,1,3,9,Sunday,55
23794,C620,1,7,2,Thursday,1,9,11,Saturday,56
23795,C516,1,5,11,Tuesday,1,8,1,Friday,61
23796,C360,1,5,19,Tuesday,1,9,11,Saturday,88
23798,C516,1,7,11,Thursday,1,10,8,Sunday,69
23800,C360,1,6,5,Wednesday,1,9,15,Saturday,81
23801,C516,1,6,12,Wednesday,1,8,19,Friday,55
23802,C620,1,1,10,Friday,1,4,2,Monday,63
23803,C620,1,1,8,Friday,1,4,0,Monday,63
23804,C516,1,3,20,Sunday,1,5,23,Tuesday,50
23805,C516,1,6,17,Wednesday,1,9,13,Saturday,68
23806,C620,1,3,13,Sunday,1,6,8,Wednesday,66
23807,C516,1,7,5,Thursday,1,9,23,Saturday,66
23808,C620,1,3,20,Sunday,1,6,8,Wednesday,59
23809,C620,1,5,6,Tuesday,1,7,19,Thursday,61
23810,C360,1,5,6,Tuesday,1,8,14,Friday,79
23811,C620,1,5,8,Tuesday,1,7,16,Thursday,56
23812,C360,1,3,7,Sunday,1,6,20,Wednesday,84
23813,C516,1,6,4,Wednesday,1,8,2,Friday,46
23814,C620,1,4,15,Monday,1,7,11,Thursday,67
23815,C620,1,4,12,Monday,1,6,19,Wednesday,55
23816,C620,1,4,17,Monday,1,6,23,Wednesday,53
23817,C360,1,2,17,Saturday,1,6,2,Wednesday,81
23818,C620,1,1,23,Friday,1,4,21,Monday,69
23819,C620,1,8,6,Friday,1,11,4,Monday,70
23820,C620,1,8,7,Friday,1,10,19,Sunday,60
23821,C620,1,5,22,Tuesday,1,8,8,Friday,57
23822,C620,1,4,19,Monday,1,7,14,Thursday,67
23824,C360,1,2,12,Saturday,1,5,3,Tuesday,62
23825,C516,1,2,21,Saturday,1,4,9,Monday,36
23826,C360,1,5,22,Tuesday,1,7,23,Thursday,49
23827,C360,1,5,8,Tuesday,1,7,23,Thursday,63
23828,C360,1,7,13,Thursday,1,9,16,Saturday,51
23829,C620,1,2,15,Saturday,1,5,2,Tuesday,59
23831,C620,1,8,0,Friday,1,9,23,Saturday,47
23832,C516,1,5,16,Tuesday,1,7,14,Thursday,46
23834,C620,1,5,19,Tuesday,1,7,20,Thursday,48
23835,C360,1,1,3,Friday,1,4,0,Monday,69
23836,C360,1,7,15,Thursday,1,10,1,Sunday,57
23837,C360,1,8,5,Friday,1,10,13,Sunday,56
23838,C620,1,7,22,Thursday,1,10,6,Sunday,56
23839,C360,1,2,14,Saturday,1,5,6,Tuesday,63
23840,C516,1,7,12,Thursday,1,9,17,Saturday,53
23841,C360,1,1,12,Friday,1,4,8,Monday,67
23842,C620,1,7,6,Thursday,1,9,19,Saturday,60
23843,C360,1,2,3,Saturday,1,4,10,Monday,54
23845,C516,1,7,15,Thursday,1,9,13,Saturday,45
23846,C516,1,5,18,Tuesday,1,7,14,Thursday,44
23847,C516,1,1,7,Friday,1,2,22,Saturday,38
23848,C516,1,5,11,Tuesday,1,6,14,Wednesday,27
23849,C360,1,8,11,Friday,1,11,10,Monday,71
23851,C360,1,4,12,Monday,1,6,11,Wednesday,47
23852,C620,1,5,14,Tuesday,1,8,2,Friday,59
23853,C516,1,7,9,Thursday,1,9,0,Saturday,38
23854,C516,1,1,18,Friday,1,3,8,Sunday,37
23855,C620,1,7,14,Thursday,1,9,19,Saturday,52
23856,C516,1,6,2,Wednesday,1,7,19,Thursday,40
23857,C360,1,8,6,Friday,1,10,9,Sunday,51
23858,C620,1,7,20,Thursday,1,10,18,Sunday,69
23859,C360,1,2,9,Saturday,1,4,12,Monday,50
23860,C620,1,7,9,Thursday,1,9,21,Saturday,60
23861,C360,1,1,9,Friday,1,3,23,Sunday,62
23862,C516,1,2,2,Saturday,1,4,5,Monday,51
23863,C620,1,7,10,Thursday,1,9,22,Saturday,60
23864,C360,1,2,21,Saturday,1,5,12,Tuesday,62
23865,C620,1,7,10,Thursday,1,9,16,Saturday,53
23866,C516,1,3,12,Sunday,1,6,1,Wednesday,61
23867,C360,1,6,12,Wednesday,1,8,22,Friday,58
23868,C620,1,6,15,Wednesday,1,9,0,Saturday,57
23869,C620,1,6,14,Wednesday,1,9,16,Saturday,74
23870,C516,1,7,18,Thursday,1,9,15,Saturday,45
23871,C620,1,1,11,Friday,1,2,23,Saturday,35
23872,C360,1,1,4,Friday,1,3,19,Sunday,63
23873,C620,1,8,0,Friday,1,10,4,Sunday,51
23874,C516,1,4,6,Monday,1,5,17,Tuesday,34
23875,C516,1,5,17,Tuesday,1,7,6,Thursday,37
23876,C620,1,4,11,Monday,1,6,17,Wednesday,53
23878,C620,1,7,19,Thursday,1,9,6,Saturday,34
23880,C620,1,5,9,Tuesday,1,7,1,Thursday,39
23882,C620,1,2,22,Saturday,1,4,13,Monday,38
23884,C360,1,3,12,Sunday,1,5,18,Tuesday,54
23885,C620,1,1,17,Friday,1,2,16,Saturday,22
23887,C360,1,8,10,Friday,1,10,13,Sunday,50
23888,C360,1,7,6,Thursday,1,9,9,Saturday,51
23890,C516,1,2,19,Saturday,1,3,4,Sunday,9
23891,C360,1,6,11,Wednesday,1,8,15,Friday,51
23892,C516,1,5,2,Tuesday,1,5,9,Tuesday,6
23895,C620,1,6,7,Wednesday,1,7,17,Thursday,34
23896,C620,1,5,23,Tuesday,1,7,0,Thursday,24
23897,C620,1,1,3,Friday,1,2,8,Saturday,29
23898,C516,1,7,3,Thursday,1,8,0,Friday,21
23899,C360,1,4,13,Monday,1,6,20,Wednesday,55
23901,C620,1,1,6,Friday,1,2,21,Saturday,38
23903,C360,1,3,16,Sunday,1,5,21,Tuesday,53
23904,C360,1,4,22,Monday,1,6,20,Wednesday,45
23905,C360,1,3,13,Sunday,1,5,21,Tuesday,55
23906,C620,1,8,5,Friday,1,9,5,Saturday,24
23907,C360,1,4,4,Monday,1,6,2,Wednesday,45
23908,C360,1,2,9,Saturday,1,4,7,Monday,46
23909,C360,1,4,22,Monday,1,7,3,Thursday,52
23910,C360,1,7,17,Thursday,1,9,21,Saturday,51
23911,C360,1,7,16,Thursday,1,9,18,Saturday,49
23912,C360,1,1,6,Friday,1,3,9,Sunday,50
23913,C620,1,4,3,Monday,1,5,21,Tuesday,41
23914,C620,1,5,6,Tuesday,1,6,13,Wednesday,30
23915,C360,1,7,18,Thursday,1,9,14,Saturday,44
23916,C620,1,5,22,Tuesday,1,7,10,Thursday,35
23919,C620,1,5,23,Tuesday,1,7,13,Thursday,37
23920,C620,1,2,20,Saturday,1,4,9,Monday,36
23921,C516,1,8,8,Friday,1,8,23,Friday,14
23923,C360,1,5,7,Tuesday,1,7,0,Thursday,41
23924,C620,1,1,12,Friday,1,2,17,Saturday,28
23925,C516,1,5,9,Tuesday,1,5,23,Tuesday,14
23926,C516,1,2,7,Saturday,1,2,15,Saturday,8
23927,C516,1,3,17,Sunday,1,4,1,Monday,7
23928,C620,1,5,20,Tuesday,1,7,11,Thursday,39
23929,C360,1,1,4,Friday,1,3,2,Sunday,46
23930,C620,1,2,15,Saturday,1,3,10,Sunday,18
23931,C360,1,1,1,Friday,1,3,0,Sunday,46
23932,C620,1,7,21,Thursday,1,8,19,Friday,21
23933,C620,1,7,23,Thursday,1,8,19,Friday,19
23934,C516,1,6,17,Wednesday,1,7,7,Thursday,14
23935,C620,1,8,3,Friday,1,9,9,Saturday,30
23936,C620,1,6,23,Wednesday,1,8,0,Friday,24
23938,C620,1,8,1,Friday,1,9,17,Saturday,40
23939,C620,1,6,23,Wednesday,1,9,8,Saturday,57
23940,C516,1,5,16,Tuesday,1,7,12,Thursday,44
23941,C620,1,2,22,Saturday,1,5,14,Tuesday,63
23942,C516,1,5,18,Tuesday,1,7,10,Thursday,39
23944,C360,1,4,18,Monday,1,7,1,Thursday,54
23945,C620,1,4,19,Monday,1,6,20,Wednesday,49
23946,C516,1,2,23,Saturday,1,5,4,Tuesday,53
23947,C360,1,7,17,Thursday,1,10,6,Sunday,60
23948,C516,1,1,0,Friday,1,3,3,Sunday,50
23949,C620,1,7,12,Thursday,1,10,3,Sunday,62
23950,C360,1,3,5,Sunday,1,5,23,Tuesday,66
23951,C620,1,2,11,Saturday,1,5,2,Tuesday,63
23952,C516,1,3,13,Sunday,1,5,0,Tuesday,35
23953,C620,1,7,3,Thursday,1,9,7,Saturday,52
23954,C516,1,4,4,Monday,1,6,0,Wednesday,43
23955,C360,1,4,15,Monday,1,7,3,Thursday,59
23956,C360,1,1,8,Friday,1,4,2,Monday,66
23958,C360,1,2,1,Saturday,1,3,17,Sunday,39
23959,C360,1,1,5,Friday,1,4,9,Monday,75
23960,C620,1,1,8,Friday,1,3,22,Sunday,61
23961,C516,1,1,21,Friday,1,4,9,Monday,60
23962,C360,1,6,8,Wednesday,1,8,14,Friday,53
23963,C516,1,2,5,Saturday,1,4,12,Monday,54
23964,C360,1,5,20,Tuesday,1,8,23,Friday,75
23965,C516,1,2,4,Saturday,1,3,21,Sunday,41
23967,C620,1,4,23,Monday,1,7,20,Thursday,68
23968,C620,1,7,14,Thursday,1,9,16,Saturday,50
23969,C620,1,1,0,Friday,1,3,15,Sunday,63
23970,C360,1,4,16,Monday,1,6,18,Wednesday,50
23971,C620,1,2,1,Saturday,1,4,9,Monday,55
23972,C516,1,1,16,Friday,1,3,4,Sunday,36
23973,C516,1,8,4,Friday,1,9,12,Saturday,31
23974,C516,1,4,14,Monday,1,6,21,Wednesday,55
23975,C620,1,1,11,Friday,1,3,12,Sunday,49
23976,C360,1,5,9,Tuesday,1,7,3,Thursday,41
23978,C620,1,5,16,Tuesday,1,8,16,Friday,71
23979,C516,1,7,2,Thursday,1,9,16,Saturday,61
23980,C516,1,4,21,Monday,1,7,9,Thursday,60
23981,C620,1,5,15,Tuesday,1,8,10,Friday,67
23982,C360,1,6,19,Wednesday,1,10,1,Sunday,78
23983,C516,1,4,23,Monday,1,7,12,Thursday,60
23984,C516,1,7,16,Thursday,1,10,13,Sunday,68
23985,C620,1,8,8,Friday,1,11,4,Monday,67
23986,C360,1,1,15,Friday,1,5,1,Tuesday,81
23987,C516,1,5,20,Tuesday,1,8,10,Friday,62
23990,C516,1,1,7,Friday,1,4,4,Monday,69
23992,C620,1,7,4,Thursday,1,10,1,Sunday,68
23993,C620,1,2,10,Saturday,1,5,12,Tuesday,73
23994,C620,1,4,1,Monday,1,7,8,Thursday,79
23995,C360,1,1,15,Friday,1,5,2,Tuesday,83
23996,C516,1,7,4,Thursday,1,9,22,Saturday,66
23997,C620,1,7,4,Thursday,1,10,6,Sunday,74
23999,C516,1,2,10,Saturday,1,5,7,Tuesday,69
24000,C516,1,5,16,Tuesday,1,8,16,Friday,72
24002,C360,1,3,20,Sunday,1,7,5,Thursday,81
24003,C516,1,1,0,Friday,1,4,12,Monday,83
24004,C360,1,1,14,Friday,1,5,22,Tuesday,103
24006,C516,1,6,20,Wednesday,1,9,7,Saturday,58
24007,C360,1,2,19,Saturday,1,6,8,Wednesday,85
24008,C620,1,6,16,Wednesday,1,10,0,Sunday,79
24010,C360,1,6,9,Wednesday,1,9,12,Saturday,74
24011,C620,1,6,5,Wednesday,1,9,6,Saturday,73
24012,C620,1,2,16,Saturday,1,5,17,Tuesday,73
24013,C620,1,7,18,Thursday,1,10,16,Sunday,69
24014,C516,1,7,23,Thursday,1,10,0,Sunday,49
24015,C360,1,3,7,Sunday,1,7,0,Thursday,88
24016,C516,1,2,17,Saturday,1,4,15,Monday,46
24017,C516,1,6,14,Wednesday,1,9,4,Saturday,62
24018,C620,1,7,8,Thursday,1,10,6,Sunday,70
24019,C516,1,4,16,Monday,1,8,4,Friday,84
24020,C516,1,6,14,Wednesday,1,9,1,Saturday,59
24021,C516,1,4,14,Monday,1,7,6,Thursday,63
24022,C360,1,5,4,Tuesday,1,8,3,Friday,70
24023,C620,1,2,22,Saturday,1,5,9,Tuesday,58
24024,C516,1,4,21,Monday,1,7,15,Thursday,66
24025,C620,1,7,0,Thursday,1,9,13,Saturday,61
24027,C360,1,4,14,Monday,1,7,19,Thursday,76
24028,C360,1,1,19,Friday,1,5,1,Tuesday,78
24029,C360,1,5,11,Tuesday,1,8,18,Friday,79
24030,C360,1,5,22,Tuesday,1,8,19,Friday,68
24031,C360,1,5,5,Tuesday,1,8,0,Friday,67
24032,C620,1,6,5,Wednesday,1,9,3,Saturday,70
24033,C516,1,8,4,Friday,1,10,21,Sunday,64
24034,C620,1,4,4,Monday,1,6,22,Wednesday,65
24035,C516,1,7,16,Thursday,1,9,22,Saturday,53
24036,C516,1,3,7,Sunday,1,5,23,Tuesday,63
24037,C360,1,6,4,Wednesday,1,9,13,Saturday,80
24038,C360,1,5,22,Tuesday,1,9,18,Saturday,92
24039,C360,1,1,15,Friday,1,4,18,Monday,75
24040,C516,1,2,19,Saturday,1,4,6,Monday,35
24041,C516,1,1,13,Friday,1,3,17,Sunday,52
24042,C516,1,8,5,Friday,1,8,12,Friday,6
24043,C516,1,3,18,Sunday,1,4,3,Monday,9
24044,C516,1,6,19,Wednesday,1,7,4,Thursday,9
24045,C360,1,4,13,Monday,1,6,22,Wednesday,56
24046,C360,1,2,22,Saturday,1,4,20,Monday,45
24047,C360,1,3,17,Sunday,1,6,2,Wednesday,57
24049,C620,1,4,18,Monday,1,5,21,Tuesday,26
24050,C516,1,5,10,Tuesday,1,5,15,Tuesday,4
24053,C620,1,3,18,Sunday,1,5,2,Tuesday,32
24054,C360,1,7,22,Thursday,1,10,10,Sunday,59
24056,C360,1,6,7,Wednesday,1,7,21,Thursday,37
24057,C620,1,6,23,Wednesday,1,7,23,Thursday,23
24058,C360,1,5,13,Tuesday,1,8,8,Friday,67
24059,C360,1,7,6,Thursday,1,9,11,Saturday,53
24060,C360,1,3,12,Sunday,1,5,7,Tuesday,42
24061,C620,1,5,21,Tuesday,1,6,5,Wednesday,8
24062,C620,1,5,4,Tuesday,1,7,17,Thursday,60
24063,C360,1,2,5,Saturday,1,5,1,Tuesday,68
24064,C620,1,7,3,Thursday,1,9,16,Saturday,61
24065,C620,1,3,22,Sunday,1,6,15,Wednesday,64
24066,C360,1,2,13,Saturday,1,4,16,Monday,50
24067,C360,1,3,14,Sunday,1,6,18,Wednesday,76
24068,C360,1,6,7,Wednesday,1,8,5,Friday,46
24069,C620,1,5,20,Tuesday,1,8,22,Friday,74
24070,C516,1,1,4,Friday,1,2,22,Saturday,41
24071,C620,1,7,12,Thursday,1,9,11,Saturday,47
24072,C620,1,3,0,Sunday,1,5,4,Tuesday,52
24073,C360,1,4,1,Monday,1,6,13,Wednesday,59
24074,C360,1,2,15,Saturday,1,4,7,Monday,39
24075,C620,1,6,22,Wednesday,1,9,11,Saturday,61
24076,C516,1,1,14,Friday,1,3,15,Sunday,49
24077,C516,1,5,15,Tuesday,1,7,15,Thursday,47
24078,C516,1,2,13,Saturday,1,4,15,Monday,49
24079,C516,1,5,1,Tuesday,1,5,22,Tuesday,21
24080,C516,1,8,1,Friday,1,9,20,Saturday,43
24081,C516,1,4,16,Monday,1,6,18,Wednesday,49
24082,C620,1,7,1,Thursday,1,10,1,Sunday,72
24083,C360,1,5,15,Tuesday,1,8,7,Friday,64
24084,C360,1,6,2,Wednesday,1,9,3,Saturday,73
24085,C516,1,4,22,Monday,1,6,18,Wednesday,43
24087,C516,1,7,17,Thursday,1,9,4,Saturday,34
24088,C360,1,3,7,Sunday,1,4,17,Monday,34
24089,C620,1,3,21,Sunday,1,4,17,Monday,19
24090,C620,1,5,23,Tuesday,1,6,15,Wednesday,16
24093,C516,1,5,8,Tuesday,1,5,21,Tuesday,13
24095,C516,1,3,21,Sunday,1,4,10,Monday,13
24096,C516,1,5,22,Tuesday,1,6,1,Wednesday,3
24097,C360,1,3,9,Sunday,1,5,18,Tuesday,56
24098,C516,1,6,13,Wednesday,1,7,20,Thursday,30
24099,C516,1,6,7,Wednesday,1,7,14,Thursday,30
24101,C620,1,2,22,Saturday,1,3,10,Sunday,12
24103,C360,1,3,0,Sunday,1,4,13,Monday,37
24104,C360,1,3,20,Sunday,1,5,6,Tuesday,33
24106,C620,1,1,11,Friday,1,2,10,Saturday,23
24107,C620,1,3,3,Sunday,1,3,7,Sunday,4
24108,C360,1,4,16,Monday,1,6,14,Wednesday,45
24109,C620,1,5,20,Tuesday,1,6,14,Wednesday,17
24110,C360,1,7,4,Thursday,1,8,10,Friday,29
24111,C620,1,4,15,Monday,1,5,4,Tuesday,13
24112,C360,1,3,23,Sunday,1,6,11,Wednesday,60
24113,C516,1,2,4,Saturday,1,3,0,Sunday,20
24115,C360,1,2,19,Saturday,1,4,11,Monday,39
24117,C620,1,7,0,Thursday,1,8,4,Friday,28
24118,C620,1,6,15,Wednesday,1,7,1,Thursday,9
24120,C516,1,1,15,Friday,1,2,10,Saturday,19
24121,C620,1,2,1,Saturday,1,2,15,Saturday,13
24122,C360,1,1,20,Friday,1,3,23,Sunday,51
24123,C620,1,4,13,Monday,1,5,2,Tuesday,13
24125,C360,1,6,8,Wednesday,1,7,22,Thursday,38
24126,C516,1,7,1,Thursday,1,7,17,Thursday,16
24127,C620,1,7,13,Thursday,1,7,22,Thursday,8
24128,C620,1,2,20,Saturday,1,3,11,Sunday,15
24129,C620,1,2,21,Saturday,1,3,18,Sunday,21
24130,C516,1,6,16,Wednesday,1,7,6,Thursday,14
24131,C360,1,2,11,Saturday,1,4,21,Monday,57
24132,C620,1,2,17,Saturday,1,3,7,Sunday,14
24133,C516,1,3,8,Sunday,1,4,0,Monday,15
24134,C516,1,4,11,Monday,1,5,4,Tuesday,17
24135,C360,1,4,4,Monday,1,5,21,Tuesday,40
24136,C620,1,2,14,Saturday,1,4,8,Monday,41
24137,C360,1,8,9,Friday,1,10,21,Sunday,60
24138,C516,1,7,2,Thursday,1,8,7,Friday,29
24139,C620,1,1,12,Friday,1,3,16,Sunday,52
24140,C620,1,6,19,Wednesday,1,9,19,Saturday,72
24141,C516,1,2,20,Saturday,1,4,5,Monday,33
24143,C620,1,7,5,Thursday,1,9,4,Saturday,47
24144,C360,1,4,12,Monday,1,7,17,Thursday,76
24145,C620,1,6,19,Wednesday,1,8,20,Friday,49
24146,C516,1,5,1,Tuesday,1,6,17,Wednesday,40
24147,C516,1,6,1,Wednesday,1,7,7,Thursday,29
24148,C516,1,7,8,Thursday,1,8,8,Friday,24
24149,C516,1,3,13,Sunday,1,4,23,Monday,33
24150,C516,1,2,23,Saturday,1,4,6,Monday,30
24151,C360,1,3,3,Sunday,1,6,2,Wednesday,71
24152,C360,1,5,9,Tuesday,1,8,16,Friday,78
24153,C360,1,1,9,Friday,1,3,23,Sunday,62
24154,C360,1,6,8,Wednesday,1,9,8,Saturday,72
24155,C360,1,2,9,Saturday,1,5,3,Tuesday,66
24156,C516,1,6,14,Wednesday,1,8,5,Friday,39
24157,C620,1,6,7,Wednesday,1,7,17,Thursday,33
24158,C516,1,1,9,Friday,1,2,23,Saturday,38
24159,C516,1,3,19,Sunday,1,6,0,Wednesday,53
24160,C516,1,5,0,Tuesday,1,6,15,Wednesday,38
24161,C620,1,3,19,Sunday,1,6,7,Wednesday,59
24162,C516,1,1,5,Friday,1,3,13,Sunday,55
24163,C360,1,6,20,Wednesday,1,9,10,Saturday,61
24164,C360,1,4,16,Monday,1,7,14,Thursday,70
24166,C516,1,3,5,Sunday,1,5,6,Tuesday,48
24168,C516,1,1,0,Friday,1,3,3,Sunday,50
24170,C360,1,6,4,Wednesday,1,9,7,Saturday,75
24172,C516,1,7,7,Thursday,1,9,8,Saturday,48
24173,C360,1,1,16,Friday,1,4,10,Monday,66
24174,C516,1,4,3,Monday,1,5,13,Tuesday,33
24175,C360,1,5,8,Tuesday,1,8,2,Friday,65
24176,C516,1,6,15,Wednesday,1,8,0,Friday,33
24177,C620,1,4,11,Monday,1,7,12,Thursday,72
24178,C620,1,7,22,Thursday,1,10,2,Sunday,52
24180,C360,1,5,7,Tuesday,1,8,0,Friday,64
24181,C516,1,7,3,Thursday,1,9,7,Saturday,52
24183,C620,1,5,4,Tuesday,1,6,14,Wednesday,33
24184,C516,1,4,3,Monday,1,6,1,Wednesday,45
24185,C360,1,7,5,Thursday,1,9,10,Saturday,52
24186,C620,1,3,21,Sunday,1,6,21,Wednesday,72
24187,C360,1,1,0,Friday,1,4,5,Monday,76
24188,C360,1,4,4,Monday,1,7,15,Thursday,82
24189,C620,1,6,20,Wednesday,1,10,1,Sunday,76
24190,C516,1,3,3,Sunday,1,5,7,Tuesday,52
24191,C620,1,1,4,Friday,1,4,8,Monday,76
24193,C620,1,5,7,Tuesday,1,6,9,Wednesday,26
24194,C360,1,7,6,Thursday,1,9,2,Saturday,44
24195,C516,1,1,19,Friday,1,2,10,Saturday,15
24196,C620,1,1,17,Friday,1,3,1,Sunday,32
24197,C360,1,2,8,Saturday,1,4,20,Monday,60
24198,C620,1,6,21,Wednesday,1,8,2,Friday,29
24199,C516,1,4,14,Monday,1,5,0,Tuesday,10
24203,C620,1,2,9,Saturday,1,3,15,Sunday,30
24204,C360,1,1,1,Friday,1,2,12,Saturday,35
24205,C360,1,6,18,Wednesday,1,9,10,Saturday,64
24206,C620,1,1,15,Friday,1,2,19,Saturday,27
24207,C516,1,3,2,Sunday,1,3,13,Sunday,10
24208,C516,1,4,4,Monday,1,5,3,Tuesday,22
24209,C620,1,2,19,Saturday,1,3,7,Sunday,11
24210,C360,1,3,22,Sunday,1,6,16,Wednesday,65
24211,C620,1,1,8,Friday,1,2,17,Saturday,33
24212,C620,1,5,0,Tuesday,1,6,5,Wednesday,29
24213,C360,1,7,15,Thursday,1,9,7,Saturday,40
24215,C360,1,6,20,Wednesday,1,8,12,Friday,39
24216,C516,1,7,10,Thursday,1,8,2,Friday,15
24217,C360,1,2,17,Saturday,1,5,5,Tuesday,59
24218,C620,1,8,3,Friday,1,9,16,Saturday,36
24219,C516,1,5,21,Tuesday,1,7,2,Thursday,29
24220,C516,1,2,7,Saturday,1,3,14,Sunday,30
24221,C620,1,4,1,Monday,1,5,9,Tuesday,32
24222,C516,1,7,0,Thursday,1,8,18,Friday,42
24223,C620,1,5,12,Tuesday,1,7,0,Thursday,36
24224,C516,1,5,22,Tuesday,1,7,0,Thursday,25
24225,C360,1,6,1,Wednesday,1,7,17,Thursday,40
24226,C516,1,2,3,Saturday,1,3,12,Sunday,32
24227,C516,1,7,10,Thursday,1,8,16,Friday,30
24228,C360,1,6,6,Wednesday,1,7,13,Thursday,31
24229,C516,1,8,1,Friday,1,9,16,Saturday,38
24230,C516,1,7,2,Thursday,1,8,20,Friday,42
24231,C516,1,7,10,Thursday,1,8,20,Friday,34
24232,C516,1,2,18,Saturday,1,4,5,Monday,34
24233,C360,1,1,10,Friday,1,3,1,Sunday,38
24234,C516,1,6,21,Wednesday,1,7,22,Thursday,25
24235,C360,1,4,21,Monday,1,6,23,Wednesday,50
24236,C360,1,3,19,Sunday,1,5,13,Tuesday,42
24237,C516,1,1,14,Friday,1,3,6,Sunday,40
24238,C360,1,7,21,Thursday,1,9,21,Saturday,48
24239,C620,1,1,13,Friday,1,2,11,Saturday,22
24241,C516,1,4,3,Monday,1,5,0,Tuesday,20
24243,C360,1,7,5,Thursday,1,9,9,Saturday,51
24244,C620,1,5,11,Tuesday,1,5,20,Tuesday,8
24245,C360,1,1,1,Friday,1,2,18,Saturday,40
24247,C620,1,3,6,Sunday,1,3,19,Sunday,12
24249,C360,1,6,6,Wednesday,1,8,0,Friday,41
24250,C360,1,5,21,Tuesday,1,8,5,Friday,56
24251,C516,1,3,14,Sunday,1,4,1,Monday,11
24252,C360,1,7,0,Thursday,1,8,14,Friday,38
24253,C516,1,4,1,Monday,1,4,12,Monday,10
24254,C516,1,6,3,Wednesday,1,6,12,Wednesday,9
24255,C360,1,2,18,Saturday,1,4,17,Monday,47
24256,C620,1,7,0,Thursday,1,7,4,Thursday,4
24257,C516,1,1,10,Friday,1,2,4,Saturday,18
24258,C516,1,8,1,Friday,1,8,12,Friday,11
